Initials,DateBlkTrtmnt,Date,Block,Treatment,CountType,Insect.type,Concat_DBT_sp_num,DG_Spec_ID_code,Jaime_Family_ID.x,Jaime_Genus_ID.x,Jaime_Species_ID.x,Jaime_GenusSpeciesID.x,Jaime_Sex_ID.x,PlantCode.x,InsectGenus,InsectSpecies,TypeGenusSpeInsect,PhotoPacket,Idnotes,Sex,Count,PlantGenus,PlantSpecies,Pollen_Nectar,Idnumber,captured.,Notes.x,Jaime_Family_ID.y,Jaime_Genus_ID.y,Jaime_Species_ID.y,Jaime_GenusSpeciesID.y,Jaime_Sex_ID.y,PlantCode.y,DGPrelimFam,DGPrelimGenus,DGPrelimSp,DGPrelimGenSp,DGPrelimSex,...13,Notes.y
AD,10Jun2024ymcac,10Jun2024,ymca,c,N1,Bee,10Jun2024ymcacp1,,,,,,,,Apis,mellifera,Bee Apis mellifera,10Jun2024ymcaCp1,,,1,Grevillea,lanigera,,p1,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,10Jun2024ymcac,10Jun2024,ymca,c,N2,,10Jun2024ymcac,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,21Aug2024ymcah,21Aug2024,ymca,h,snapshot,,21Aug2024ymcah,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,21Aug2024ymcah,21Aug2024,ymca,h,N1,Hoverfly,21Aug2024ymcahp1,,,,,,,,Platycheirus,,Hoverfly Platycheirus ,21Aug2024ymcaHp1,,,1,Symphyotrichum,chilense,,p1,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,21Aug2024ymcah,21Aug2024,ymca,h,N1,Hoverfly,21Aug2024ymcahp2,,,,,,,,Allograpta,obliqua,Hoverfly Allograpta obliqua,21Aug2024ymcaHp2,,,1,Grevillea,lanigera,,p2,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,21Aug2024ymcah,21Aug2024,ymca,h,N1,Wasp,21Aug2024ymcahp3,,,,,,,,Vespula,pennsylvanica,Wasp Vespula pennsylvanica,21Aug2024ymcaHp3,"full goggles, diamond T1, yellow scapes",,1,Grevillea,lanigera,,p3,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,21Aug2024ymcah,21Aug2024,ymca,h,N1,unknown,21Aug2024ymcahp4,,,,,,,,,,unknown  ,21Aug2024ymcaHp4,,,1,Symphyotrichum,chilense,,p4,yes,stem fly?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,21Aug2024ymcah,21Aug2024,ymca,h,N2,Hoverfly,21Aug2024ymcah,,,,,,,,,,Hoverfly  ,,,,1,Grevillea,lanigera,,,missed,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,21Aug2024mpsunh,21Aug2024,mpsu,nh,snapshot,Hoverfly,21Aug2024mpsunh,,,,,,,,,,Hoverfly  ,,,,1,Eriogonum,latifolium,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,21Aug2024mpsunh,21Aug2024,mpsu,nh,snapshot,Bee,21Aug2024mpsunh,,,,,,,,"small, dark",,"Bee small, dark ",,,,1,Calystegia,purpurata,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,21Aug2024mpsunh,21Aug2024,mpsu,nh,snapshot,Wasp,21Aug2024mpsunh,,,,,,,,,,Wasp  ,,,,1,Calystegia,purpurata,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,21Aug2024mpsunh,21Aug2024,mpsu,nh,snapshot,Hoverfly,21Aug2024mpsunh,,,,,,,,,,Hoverfly  ,,,,1,Monardella,villosa,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,21Aug2024mpsunh,21Aug2024,mpsu,nh,N1,Wasp,21Aug2024mpsunhp1,,,,,,,,Eumeninae,,Wasp Eumeninae ,21Aug2024mpsuNHp1,dark thorax,,1,Eriogonum,latifolium,,p1,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,21Aug2024mpsunh,21Aug2024,mpsu,nh,N1,Bee,21Aug2024mpsunhs1,,,,,,,,"small, dark",,"Bee small, dark ",,,,1,Eriogonum,latifolium,,s1,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,21Aug2024mpsunh,21Aug2024,mpsu,nh,N1,Bee,21Aug2024mpsunhs2,,,,,,,,"small, dark",,"Bee small, dark ",,,,1,Eriogonum,latifolium,,s2,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,21Aug2024mpsunh,21Aug2024,mpsu,nh,N1,Moth,21Aug2024mpsunhp2,,,,,,,,fiery skipper,,Moth fiery skipper ,21Aug2024mpsuNHp2,"rolled-up tongue, spots on wings",,1,Calystegia,purpurata,,p2,yes,leaf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,21Aug2024mpsunh,21Aug2024,mpsu,nh,N1,Wasp,21Aug2024mpsunhp3,,,,,,,,Vespula,pennsylvanica,Wasp Vespula pennsylvanica,21Aug2024mpsuNHp3,"full goggles, yellow scapes",,1,Calystegia,purpurata,,p3,yes,leaf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,21Aug2024mpsunh,21Aug2024,mpsu,nh,N1,Wasp,21Aug2024mpsunhp4,,,,,,,,Eumeninae,,Wasp Eumeninae ,21Aug2024mpsuNHp4,dark thorax,,1,Eriogonum,latifolium,,p4,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,21Aug2024mpsunh,21Aug2024,mpsu,nh,N1,Wasp,21Aug2024mpsunhp5,,,,,,,,dark,,Wasp dark ,21Aug2024mpsuNHp5,,,1,Calystegia,purpurata,,p5,yes,leaf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,21Aug2024mpsunh,21Aug2024,mpsu,nh,N1,Hoverfly,21Aug2024mpsunhp6,,,,,,,,Syritta,,Hoverfly Syritta ,21Aug2024mpsuNHp6,,,1,Eriogonum,latifolium,,p6,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,21Aug2024mpsunh,21Aug2024,mpsu,nh,N1,Wasp,21Aug2024mpsunhp7,,,,,,,,Eumeninae,,Wasp Eumeninae ,21Aug2024mpsuNHp7,dark thorax,,1,Eriogonum,latifolium,,p7,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,21Aug2024mpsunh,21Aug2024,mpsu,nh,N2,Bee,21Aug2024mpsunhs3,,,,,,,,"small, dark",,"Bee small, dark ",,,,1,,,,s3,,ground,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,02Oct2024stavc,02Oct2024,stav,c,snapshot,,02Oct2024stavc,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,02Oct2024stavc,02Oct2024,stav,c,N1,Hoverfly,02Oct2024stavc,,,,,,,,,,Hoverfly  ,,,,1,Hydrangea,quercifolia,,,missed,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,02Oct2024stavc,02Oct2024,stav,c,N2,Hoverfly,02Oct2024stavcp1,,,,,,,,Syritta,,Hoverfly Syritta ,02Oct2024stavCp1,,,1,Hydrangea,quercifloa,,p1,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,02Oct2024stavc,02Oct2024,stav,c,N2,Moth,02Oct2024stavcp2,,,,,,,,fiery skipper,,Moth fiery skipper ,02Oct2024stavCp2,"spots on wings, rolled up tongue",,1,Hydrangea,quercifloa,,p2,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,02Oct2024stavc,02Oct2024,stav,c,N2,Moth,02Oct2024stavcp3,,,,,,,,fiery skipper,,Moth fiery skipper ,02Oct2024stavCp3,"spots on wings, rolled up tongue",,1,Hydrangea,quercifloa,,p3,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,02Oct2024stavc,02Oct2024,stav,c,N2,Wasp,02Oct2024stavcp4,,,,,,,,Vespula,pennsylvanica,Wasp Vespula pennsylvanica,02Oct2024stavCp4,"diamond on T1, full goggles, yellow on the scapes",,1,Hydrangea,quercifloa,,p4,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,02Oct2024stavc,02Oct2024,stav,c,N2,Bee,02Oct2024stavc,,,,,,,,Honey,,Bee Honey ,,,,1,Hydrangea,quercifolia,,,missed,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,26Aug2024lilenh,26Aug2024,lile,nh,snapshot,,26Aug2024lilenh,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,26Aug2024lilenh,26Aug2024,lile,nh,N1,Bee,26Aug2024lilenhp1,,,,,,,,Agapostemon,texanus,Bee Agapostemon texanus,26Aug2024lileNHp1,dark marks on the outer & inner tibia,male,1,Monardella,villosa,,p1,,"land on leaf, no flowers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,26Aug2024lilenh,26Aug2024,lile,nh,N1,Hoverfly,26Aug2024lilenhp2,,,,,,,,Syrphus,,Hoverfly Syrphus ,26Aug2024lileNHp2,,,1,Achillea,millefolium,,p2,,"near ach mil, no flowers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,26Aug2024lilenh,26Aug2024,lile,nh,N2,,26Aug2024lilenh,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,18Sep2024eawah,18Sep2024,eawa,h,snapshot,,18Sep2024eawah,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,18Sep2024eawah,18Sep2024,eawa,h,N1,Bee,18Sep2024eawahs1,,,,,,,,"medium, dark",,"Bee medium, dark ",,,,1,Symphyotrichum,chilense,pollen,s1,yes,yellow pollen on abdomen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,18Sep2024eawah,18Sep2024,eawa,h,N2,Hoverfly,18Sep2024eawahp1,,,,,,,,Allograpta,,Hoverfly Allograpta ,18Sep2024eawaHp1,,,1,Lantana,,,p1,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,21Aug2024poofnh,21Aug2024,poof,nh,snapshot,Hoverfly,21Aug2024poofnh,,,,,,,,,,Hoverfly  ,,,,1,Grevillea,lanigera,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,21Aug2024poofnh,21Aug2024,poof,nh,N1,Hoverfly,21Aug2024poofnhp1,,,,,,,,,,Hoverfly  ,21Aug2024poofNHp1,,,1,Eriogonum,latifolium,,p1,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,21Aug2024poofnh,21Aug2024,poof,nh,N2,,21Aug2024poofnh,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,01Sep2024eawanh,01Sep2024,eawa,nh,snapshot,Hoverfly,01Sep2024eawanh,,,,,,,,,,Hoverfly  ,,,,1,Achillea,millefolium,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,01Sep2024eawanh,01Sep2024,eawa,nh,N1,Bee,01Sep2024eawanhs1,,,,,,,,"small, dark",,"Bee small, dark ",,,,1,Achillea,millefolium,,s1,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,01Sep2024eawanh,01Sep2024,eawa,nh,N1,Hoverfly,01Sep2024eawanhp1,,,,,,,,,,Hoverfly  ,,,,1,Achillea,millefolium,,p1,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,01Sep2024eawanh,01Sep2024,eawa,nh,N1,Hoverfly,01Sep2024eawanhp2,,,,,,,,,,Hoverfly  ,,,,1,Achillea,millefolium,,p2,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,01Sep2024eawanh,01Sep2024,eawa,nh,N1,Bee,01Sep2024eawanhs2,,,,,,,,"small, dark",,"Bee small, dark ",01Sep2024eawaNHp1,,,1,Achillea,millefolium,,s2,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,01Sep2024eawanh,01Sep2024,eawa,nh,N1,Bee,01Sep2024eawanhs3,,,,,,,,"small, dark",,"Bee small, dark ",01Sep2024eawaNHp2,,,1,Achillea,millefolium,,s3,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,01Sep2024eawanh,01Sep2024,eawa,nh,N2,Hoverfly,01Sep2024eawanhp3,,,,,,,,,,Hoverfly  ,no pictures?,,,3,Achillea,millefolium,,p3,yes,baby hoverfly w/ mom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,16Sep2024lilenh,16Sep2024,lile,nh,snapshot,,16Sep2024lilenh,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,16Sep2024lilenh,16Sep2024,lile,nh,N1,Wasp,16Sep2024lilenhp1,,,,,,,,Pompilidae,,Wasp Pompilidae ,16Sep2024lileNHp1,,,NA,ground,,,p1,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,16Sep2024lilenh,16Sep2024,lile,nh,N2,,16Sep2024lilenh,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,26Jun2024stavc,26Jun2024,stav,c,snapshot,Bee,26Jun2024stavc,,,,,,,,Bombus,,Bee Bombus ,,,,1,Fuschia,thymifolia,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,26Jun2024stavc,26Jun2024,stav,c,N1,Hoverfly,26Jun2024stavcp1,,,,,,,,Allograpta,,Hoverfly Allograpta ,26Jun2024stavCp1,,,1,,,,p1,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,26Jun2024stavc,26Jun2024,stav,c,N2,,26Jun2024stavc,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,22May2024ymcac,22May2024,ymca,c,snapshot,,22May2024ymcac,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,22May2024ymcac,22May2024,ymca,c,N1,Hoverfly,22May2024ymcacp1,,,,,,,,Syrphus,torvus,Hoverfly Syrphus torvus,22May2024ymcaCp1,,,1,Grevillea,lanigera,,p1,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,22May2024ymcac,22May2024,ymca,c,N2,,22May2024ymcac,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,10Jun2024ymcanh,10Jun2024,ymca,nh,snapshot,,10Jun2024ymcanh,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,10Jun2024ymcanh,10Jun2024,ymca,nh,N1,,10Jun2024ymcanh,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,10Jun2024ymcanh,10Jun2024,ymca,nh,N2,Hoverfly,10Jun2024ymcanhp1,,,,,,,,Sphaerophoria,sulphuripes,Hoverfly Sphaerophoria sulphuripes,10Jun2024ymcaNHp1,,,1,Achillea,millefolium,,p1,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,01Sep2024eawah,01Sep2024,eawa,h,snapshot,Hoverfly,01Sep2024eawah,,,,,,,,,,Hoverfly  ,,,,1,Grindelia,hirsitula,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,01Sep2024eawah,01Sep2024,eawa,h,N1,Bee,01Sep2024eawah,,,,,,,,"small, dark",,"Bee small, dark ",,,,1,Lantana,,,,missed,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,01Sep2024eawah,01Sep2024,eawa,h,N2,Wasp,01Sep2024eawahp1,,,,,,,,Eumeninae,,Wasp Eumeninae ,01Sep2024eawaHp1,"dark thorax, yellow scapes",,1,Symphyotrichum,chilense,,p1,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,01Sep2024eawah,01Sep2024,eawa,h,N2,Butterfly,01Sep2024eawah,,,,,,,,Vanessa,,Butterfly Vanessa ,,,,1,,,,,missed,large eye spots,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,18Sep2024eawac,18Sep2024,eawa,c,snapshot,,18Sep2024eawac,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,18Sep2024eawac,18Sep2024,eawa,c,N1,,18Sep2024eawac,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,18Sep2024eawac,18Sep2024,eawa,c,N2,Wasp,18Sep2024eawac,,,,,,,,Vespula,,Wasp Vespula ,,,,1,,,,,misseed,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,08Sep2024fscgc,08Sep2024,fscg,c,snapshot,Bee,08Sep2024fscgc,,,,,,,,"small, dark",,"Bee small, dark ",,,,1,ground,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,08Sep2024fscgc,08Sep2024,fscg,c,snapshot,Bee,08Sep2024fscgc,,,,,,,,Apis,mellifera,Bee Apis mellifera,,,,1,Salvia,rosmarinus,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,08Sep2024fscgc,08Sep2024,fscg,c,N1,,08Sep2024fscgc,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,08Sep2024fscgc,08Sep2024,fscg,c,N2,,08Sep2024fscgc,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,04Sep2024mpsuc,04Sep2024,mpsu,c,snapshot,,04Sep2024mpsuc,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,04Sep2024mpsuc,04Sep2024,mpsu,c,N1,,04Sep2024mpsuc,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,04Sep2024mpsuc,04Sep2024,mpsu,c,N2,,04Sep2024mpsuc,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,21Aug2024poofc,21Aug2024,poof,c,snapshot,,21Aug2024poofc,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,21Aug2024poofc,21Aug2024,poof,c,N1,,21Aug2024poofc,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,21Aug2024poofc,21Aug2024,poof,c,N2,,21Aug2024poofc,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,08Sep2024ymcah,08Sep2024,ymca,h,snapshot,,08Sep2024ymcah,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,08Sep2024ymcah,08Sep2024,ymca,h,N1,,08Sep2024ymcah,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,08Sep2024ymcah,08Sep2024,ymca,h,N2,Bee,08Sep2024ymcah,,,,,,,,,,Bee  ,,,,1,Horkelia,californica,,,missed,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,08Sep2024ymcah,08Sep2024,ymca,h,N2,Bee,08Sep2024ymcah,,,,,,,,,,Bee  ,,,,1,Grevillea,lanigera,,,missed,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,24Apr2024ymcanh,24Apr2024,ymca,nh,snapshot,,24Apr2024ymcanh,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,24Apr2024ymcanh,24Apr2024,ymca,nh,N1,,24Apr2024ymcanh,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,24Apr2024ymcanh,24Apr2024,ymca,nh,N2,,24Apr2024ymcanh,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,29Jul2024ymcanh,29Jul2024,ymca,nh,snapshot,,29Jul2024ymcanh,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,29Jul2024ymcanh,29Jul2024,ymca,nh,N1,,29Jul2024ymcanh,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,29Jul2024ymcanh,29Jul2024,ymca,nh,N2,,29Jul2024ymcanh,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,21Aug2024ymcac,21Aug2024,ymca,c,snapshot,Hoverfly,21Aug2024ymcac,,,,,,,,,,Hoverfly  ,,,,1,Grevillea,lanigera,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,21Aug2024ymcac,21Aug2024,ymca,c,N1,,21Aug2024ymcac,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,21Aug2024ymcac,21Aug2024,ymca,c,N2,,21Aug2024ymcac,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,11Sep2024stavc,11Sep2024,stav,c,snapshot,,11Sep2024stavc,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,11Sep2024stavc,11Sep2024,stav,c,N1,,11Sep2024stavc,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,11Sep2024stavc,11Sep2024,stav,c,N2,,11Sep2024stavc,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,31Jul2024stavc,31Jul2024,stav,c,snapshot,,31Jul2024stavc,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,31Jul2024stavc,31Jul2024,stav,c,N1,,31Jul2024stavc,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,31Jul2024stavc,31Jul2024,stav,c,N2,,31Jul2024stavc,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DG,26Aug2024wyweh,26Aug2024,wywe,h,snapshot,,26Aug2024wyweh,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DG,26Aug2024wyweh,26Aug2024,wywe,h,N1,,26Aug2024wyweh,,,,,,,,,,  ,,,,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DG,26Aug2024wyweh,26Aug2024,wywe,h,N2,,26Aug2024wyweh,,,,,,,,,,  ,,,,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DG,27Aug2024shtah,27Aug2024,shta,h,snapshot,bee?,27Aug2024shtah,,,,,,,,,,bee?  ,,,,1,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DG,27Aug2024shtah,27Aug2024,shta,h,N1,bee,27Aug2024shtahs1,,,,,,,,"small, dark",,"bee small, dark ",,,,1,Grindelia,stricta,,s1,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DG,27Aug2024shtah,27Aug2024,shta,h,N1,Butterfly,27Aug2024shtah,,,,,,,,,,Butterfly  ,,,,1,Symphyotrichum,chilense,,,no,fiery skipper?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DG,27Aug2024shtah,27Aug2024,shta,h,N1,bee,27Aug2024shtahs2,,,,,,,,"small, dark",,"bee small, dark ",,,,1,Grindelia,stricta,,s2,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DG,27Aug2024shtah,27Aug2024,shta,h,N1,bee,27Aug2024shtah,,,,,,,,"small, dark",,"bee small, dark ",,,,1,Grindelia,stricta,,,no,missed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DG,27Aug2024shtah,27Aug2024,shta,h,N1,bee,27Aug2024shtah,,,,,,,,"small, dark",,"bee small, dark ",,,,1,vegetation,,,,no,missed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DG,27Aug2024shtah,27Aug2024,shta,h,N1,bee,27Aug2024shtah,,,,,,,,"small, dark",,"bee small, dark ",,,,1,vegetation,,,,no,missed; GriStr leaf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DG,27Aug2024shtah,27Aug2024,shta,h,N1,bee,27Aug2024shtahs3,,,,,,,,"small, dark",,"bee small, dark ",,,,1,vegetation,,,s3,yes,"on leaf of New Zealand flax, no flowers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DG,27Aug2024shtah,27Aug2024,shta,h,N2,Hoverfly,27Aug2024shtah,,,,,,,,,,Hoverfly  ,,,,1,Symphyotrichum,chilense,,,no,missed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DG,27Aug2024shtah,27Aug2024,shta,h,N2,bee,27Aug2024shtah,,,,,,,,"small, dark",,"bee small, dark ",,,,1,Grevillea,lanigera,,,no,missed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
