Initials,DateBlkTrtmnt,Date.x,Block.x,Treatment,CountType,Insect.type,Concat_DBT_sp_num,DG_Spec_ID_code,Jaime_Family_ID.x,Jaime_Genus_ID.x,Jaime_Species_ID.x,Jaime_GenusSpeciesID.x,Jaime_Sex_ID.x,PlantCode.x,InsectGenus,InsectSpecies,TypeGenusSpeInsect,PhotoPacket,Idnotes,Sex,Count,PlantGenus,PlantSpecies,Pollen_Nectar,Idnumber,captured.,Notes.x,Date.y,Block.y,Trtmnt,Loc,Time,Netter,AvegWindMph,TempC,Humidity,CloudCover,PercentInSun,Genus,Species,TotalOpenFl,TotalCloseFl,Plnt_categ,NatorNon,Notes.y,...20,Jaime_Family_ID.y,Jaime_Genus_ID.y,Jaime_Species_ID.y,Jaime_GenusSpeciesID.y,Jaime_Sex_ID.y,PlantCode.y,DGPrelimFam,DGPrelimGenus,DGPrelimSp,DGPrelimGenSp,DGPrelimSex,...13,Notes
AD,21Aug2024ymcanh,21Aug2024,ymca,nh,N1,Wasp,21Aug2024ymcanhp1,,,,,,,,Vespula,pennsylvanica,Wasp Vespula pennsylvanica,21Aug2024ymcaNHp1,"full goggles, diamon T1, yellow scapes",,1,Fragaria,chiloensis,,p1,yes,leaf,21Aug2024,ymca,nh,NA,0.38541666666666669,BG,0.5,19.9,82,100,100,Grevillea,lanigera,247,3171,ornamental,non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,21Aug2024ymcanh,21Aug2024,ymca,nh,N1,Wasp,21Aug2024ymcanhp1,,,,,,,,Vespula,pennsylvanica,Wasp Vespula pennsylvanica,21Aug2024ymcaNHp1,"full goggles, diamon T1, yellow scapes",,1,Fragaria,chiloensis,,p1,yes,leaf,21Aug2024,ymca,nh,NA,0.38541666666666669,BG,0.5,19.9,82,100,100,Malva,cheeseweed,0,3,weedy,non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,21Aug2024ymcanh,21Aug2024,ymca,nh,N2,Wasp,21Aug2024ymcanhp2,,,,,,,,Vespula,pennsylvanica,Wasp Vespula pennsylvanica,21Aug2024ymcaNHp2,"full goggles, diamon T1, yellow scapes",,1,Achillea,millefolium,,p2,yes,,21Aug2024,ymca,nh,NA,0.38541666666666669,BG,0.5,19.9,82,100,100,Eriogonum,latifolium,15328,2313,native,nat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,21Aug2024ymcanh,21Aug2024,ymca,nh,N2,Wasp,21Aug2024ymcanhp2,,,,,,,,Vespula,pennsylvanica,Wasp Vespula pennsylvanica,21Aug2024ymcaNHp2,"full goggles, diamon T1, yellow scapes",,1,Achillea,millefolium,,p2,yes,,21Aug2024,ymca,nh,NA,0.38541666666666669,BG,0.5,19.9,82,100,100,Achillea,millefolium,154,36,native,nat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,21Aug2024ymcanh,21Aug2024,ymca,nh,N2,Wasp,21Aug2024ymcanhp2,,,,,,,,Vespula,pennsylvanica,Wasp Vespula pennsylvanica,21Aug2024ymcaNHp2,"full goggles, diamon T1, yellow scapes",,1,Achillea,millefolium,,p2,yes,,21Aug2024,ymca,nh,NA,0.38541666666666669,BG,0.5,19.9,82,100,100,Grevillea,lanigera,247,3171,ornamental,non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,21Aug2024ymcanh,21Aug2024,ymca,nh,N2,Wasp,21Aug2024ymcanhp2,,,,,,,,Vespula,pennsylvanica,Wasp Vespula pennsylvanica,21Aug2024ymcaNHp2,"full goggles, diamon T1, yellow scapes",,1,Achillea,millefolium,,p2,yes,,21Aug2024,ymca,nh,NA,0.38541666666666669,BG,0.5,19.9,82,100,100,Malva,cheeseweed,0,3,weedy,non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,21Aug2024ymcanh,21Aug2024,ymca,nh,N2,Hoverfly,21Aug2024ymcanhp3,,,,,,,,,,Hoverfly  ,21Aug2024ymcaNHp3,,,1,Eriogonum,latifolium,,p3,yes,,21Aug2024,ymca,nh,NA,0.38541666666666669,BG,0.5,19.9,82,100,100,Eriogonum,latifolium,15328,2313,native,nat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,21Aug2024ymcanh,21Aug2024,ymca,nh,N2,Hoverfly,21Aug2024ymcanhp3,,,,,,,,,,Hoverfly  ,21Aug2024ymcaNHp3,,,1,Eriogonum,latifolium,,p3,yes,,21Aug2024,ymca,nh,NA,0.38541666666666669,BG,0.5,19.9,82,100,100,Achillea,millefolium,154,36,native,nat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,21Aug2024ymcanh,21Aug2024,ymca,nh,N2,Hoverfly,21Aug2024ymcanhp3,,,,,,,,,,Hoverfly  ,21Aug2024ymcaNHp3,,,1,Eriogonum,latifolium,,p3,yes,,21Aug2024,ymca,nh,NA,0.38541666666666669,BG,0.5,19.9,82,100,100,Grevillea,lanigera,247,3171,ornamental,non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,21Aug2024ymcanh,21Aug2024,ymca,nh,N2,Hoverfly,21Aug2024ymcanhp3,,,,,,,,,,Hoverfly  ,21Aug2024ymcaNHp3,,,1,Eriogonum,latifolium,,p3,yes,,21Aug2024,ymca,nh,NA,0.38541666666666669,BG,0.5,19.9,82,100,100,Malva,cheeseweed,0,3,weedy,non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,30Sep2024poofh,30Sep2024,poof,h,snapshot,Bee,30Sep2024poofh,,,,,,,,Apis,mellifera,Bee Apis mellifera,,,,1,Symphiotrichum,chilense,,,,,30Sep2024,poof,h,south end,0.52777777777777779,DG,0.6,28.9,49,0,100,Symphyotrichum,chilense,115,30,native,nat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,30Sep2024poofh,30Sep2024,poof,h,snapshot,Bee,30Sep2024poofh,,,,,,,,Apis,mellifera,Bee Apis mellifera,,,,1,Symphiotrichum,chilense,,,,,30Sep2024,poof,h,south end,0.52777777777777779,DG,0.6,28.9,49,0,100,Grindelia,hirsitula,2,0,native,nat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,30Sep2024poofh,30Sep2024,poof,h,N1,Bee,30Sep2024poofhp1,,,,,,,,Apis,mellifera,Bee Apis mellifera,30Sep2024poofHp1,corbicula,female,1,Symphiotrichum,chilense,,p1,yes,,30Sep2024,poof,h,south end,0.52777777777777779,DG,0.6,28.9,49,0,100,Symphyotrichum,chilense,115,30,native,nat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,30Sep2024poofh,30Sep2024,poof,h,N1,Bee,30Sep2024poofhp1,,,,,,,,Apis,mellifera,Bee Apis mellifera,30Sep2024poofHp1,corbicula,female,1,Symphiotrichum,chilense,,p1,yes,,30Sep2024,poof,h,south end,0.52777777777777779,DG,0.6,28.9,49,0,100,Grindelia,hirsitula,2,0,native,nat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,30Sep2024poofh,30Sep2024,poof,h,N1,Bee,30Sep2024poofh,,,,,,,,"small, dark",,"Bee small, dark ",,,,1,Symphiotrichum,chilense,,,missed,,30Sep2024,poof,h,south end,0.52777777777777779,DG,0.6,28.9,49,0,100,Symphyotrichum,chilense,115,30,native,nat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,30Sep2024poofh,30Sep2024,poof,h,N1,Bee,30Sep2024poofh,,,,,,,,"small, dark",,"Bee small, dark ",,,,1,Symphiotrichum,chilense,,,missed,,30Sep2024,poof,h,south end,0.52777777777777779,DG,0.6,28.9,49,0,100,Grindelia,hirsitula,2,0,native,nat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,30Sep2024poofh,30Sep2024,poof,h,N2,,30Sep2024poofh,,,,,,,,,,  ,,,,0,,,,,,,30Sep2024,poof,h,south end,0.52777777777777779,DG,0.6,28.9,49,0,100,Symphyotrichum,chilense,115,30,native,nat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,30Sep2024poofh,30Sep2024,poof,h,N2,,30Sep2024poofh,,,,,,,,,,  ,,,,0,,,,,,,30Sep2024,poof,h,south end,0.52777777777777779,DG,0.6,28.9,49,0,100,Grindelia,hirsitula,2,0,native,nat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,12Aug2024poofh,12Aug2024,poof,h,snapshot,,12Aug2024poofh,,,,,,,,,,  ,,,,0,,,,,,,12Aug2024,poof,h,USPS office,0.55902777777777779,GW,1.5,19.5,65,65,25,Symphyotrichum,chilense,67,35,native,nat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,12Aug2024poofh,12Aug2024,poof,h,snapshot,,12Aug2024poofh,,,,,,,,,,  ,,,,0,,,,,,,12Aug2024,poof,h,USPS office,0.55902777777777779,GW,1.5,19.5,65,65,25,Perideridia,kellogii,55,0,native,nat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,12Aug2024poofh,12Aug2024,poof,h,snapshot,,12Aug2024poofh,,,,,,,,,,  ,,,,0,,,,,,,12Aug2024,poof,h,USPS office,0.55902777777777779,GW,1.5,19.5,65,65,25,Horkelia,californica,6,0,native,nat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,12Aug2024poofh,12Aug2024,poof,h,N1,Bee,12Aug2024poofhs1,12Aug2024poofHs1,Halictidae,Halictus,tripartitus,Halictus tripartitus,F,SymChi,"small,dark",,"Bee small,dark ",,,,1,Symphiotrichum,chilense,,s1,yes,,12Aug2024,poof,h,USPS office,0.55902777777777779,GW,1.5,19.5,65,65,25,Symphyotrichum,chilense,67,35,native,nat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,12Aug2024poofh,12Aug2024,poof,h,N1,Bee,12Aug2024poofhs1,12Aug2024poofHs1,Halictidae,Halictus,tripartitus,Halictus tripartitus,F,SymChi,"small,dark",,"Bee small,dark ",,,,1,Symphiotrichum,chilense,,s1,yes,,12Aug2024,poof,h,USPS office,0.55902777777777779,GW,1.5,19.5,65,65,25,Perideridia,kellogii,55,0,native,nat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,12Aug2024poofh,12Aug2024,poof,h,N1,Bee,12Aug2024poofhs1,12Aug2024poofHs1,Halictidae,Halictus,tripartitus,Halictus tripartitus,F,SymChi,"small,dark",,"Bee small,dark ",,,,1,Symphiotrichum,chilense,,s1,yes,,12Aug2024,poof,h,USPS office,0.55902777777777779,GW,1.5,19.5,65,65,25,Horkelia,californica,6,0,native,nat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,12Aug2024poofh,12Aug2024,poof,h,N1,Bee,12Aug2024poofh,,,,,,,,"small,dark",,"Bee small,dark ",,,,1,Symphiotrichum,chilense,,,missed,,12Aug2024,poof,h,USPS office,0.55902777777777779,GW,1.5,19.5,65,65,25,Symphyotrichum,chilense,67,35,native,nat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,12Aug2024poofh,12Aug2024,poof,h,N1,Bee,12Aug2024poofh,,,,,,,,"small,dark",,"Bee small,dark ",,,,1,Symphiotrichum,chilense,,,missed,,12Aug2024,poof,h,USPS office,0.55902777777777779,GW,1.5,19.5,65,65,25,Perideridia,kellogii,55,0,native,nat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,12Aug2024poofh,12Aug2024,poof,h,N1,Bee,12Aug2024poofh,,,,,,,,"small,dark",,"Bee small,dark ",,,,1,Symphiotrichum,chilense,,,missed,,12Aug2024,poof,h,USPS office,0.55902777777777779,GW,1.5,19.5,65,65,25,Horkelia,californica,6,0,native,nat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,12Aug2024poofh,12Aug2024,poof,h,N2,,12Aug2024poofh,,,,,,,,,,  ,,,,0,,,,,,,12Aug2024,poof,h,USPS office,0.55902777777777779,GW,1.5,19.5,65,65,25,Symphyotrichum,chilense,67,35,native,nat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,12Aug2024poofh,12Aug2024,poof,h,N2,,12Aug2024poofh,,,,,,,,,,  ,,,,0,,,,,,,12Aug2024,poof,h,USPS office,0.55902777777777779,GW,1.5,19.5,65,65,25,Perideridia,kellogii,55,0,native,nat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,12Aug2024poofh,12Aug2024,poof,h,N2,,12Aug2024poofh,,,,,,,,,,  ,,,,0,,,,,,,12Aug2024,poof,h,USPS office,0.55902777777777779,GW,1.5,19.5,65,65,25,Horkelia,californica,6,0,native,nat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,30Sep2024lileh,30Sep2024,lile,h,snapshot,,30Sep2024lileh,,,,,,,,,,  ,,,,0,,,,,,,30Sep2024,lile,h,s planter,0.64097222222222228,"DG, MC",1.3,22.3,64,0,65,Symphyotrichum,chilense,75,16,native,nat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,30Sep2024lileh,30Sep2024,lile,h,snapshot,,30Sep2024lileh,,,,,,,,,,  ,,,,0,,,,,,,30Sep2024,lile,h,s planter,0.64097222222222228,"DG, MC",1.3,22.3,64,0,65,Grindelia,stricta,5,2,native,nat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,30Sep2024lileh,30Sep2024,lile,h,snapshot,,30Sep2024lileh,,,,,,,,,,  ,,,,0,,,,,,,30Sep2024,lile,h,s planter,0.64097222222222228,"DG, MC",1.3,22.3,64,0,65,Calandrinia,grandiflora,0,3,ornamental,non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,30Sep2024lileh,30Sep2024,lile,h,snapshot,,30Sep2024lileh,,,,,,,,,,  ,,,,0,,,,,,,30Sep2024,lile,h,s planter,0.64097222222222228,"DG, MC",1.3,22.3,64,0,65,Polycarpon,aviculare,NA,NA,NA,NA,DG needs to find where he wrote the actual estimates,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,30Sep2024lileh,30Sep2024,lile,h,snapshot,,30Sep2024lileh,,,,,,,,,,  ,,,,0,,,,,,,30Sep2024,lile,h,s planter,0.64097222222222228,"DG, MC",1.3,22.3,64,0,65,Horkelia,californica,4,0,native,nat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,30Sep2024lileh,30Sep2024,lile,h,N1,,30Sep2024lileh,,,,,,,,,,  ,,,,0,,,,,,,30Sep2024,lile,h,s planter,0.64097222222222228,"DG, MC",1.3,22.3,64,0,65,Symphyotrichum,chilense,75,16,native,nat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,30Sep2024lileh,30Sep2024,lile,h,N1,,30Sep2024lileh,,,,,,,,,,  ,,,,0,,,,,,,30Sep2024,lile,h,s planter,0.64097222222222228,"DG, MC",1.3,22.3,64,0,65,Grindelia,stricta,5,2,native,nat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,30Sep2024lileh,30Sep2024,lile,h,N1,,30Sep2024lileh,,,,,,,,,,  ,,,,0,,,,,,,30Sep2024,lile,h,s planter,0.64097222222222228,"DG, MC",1.3,22.3,64,0,65,Calandrinia,grandiflora,0,3,ornamental,non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,30Sep2024lileh,30Sep2024,lile,h,N1,,30Sep2024lileh,,,,,,,,,,  ,,,,0,,,,,,,30Sep2024,lile,h,s planter,0.64097222222222228,"DG, MC",1.3,22.3,64,0,65,Polycarpon,aviculare,NA,NA,NA,NA,DG needs to find where he wrote the actual estimates,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,30Sep2024lileh,30Sep2024,lile,h,N1,,30Sep2024lileh,,,,,,,,,,  ,,,,0,,,,,,,30Sep2024,lile,h,s planter,0.64097222222222228,"DG, MC",1.3,22.3,64,0,65,Horkelia,californica,4,0,native,nat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,30Sep2024lileh,30Sep2024,lile,h,N2,Moth,30Sep2024lileh,,,,,,,,fiery skipper,,Moth fiery skipper ,,,,1,Symphiotrichum,chilense,,,missed,,30Sep2024,lile,h,s planter,0.64097222222222228,"DG, MC",1.3,22.3,64,0,65,Symphyotrichum,chilense,75,16,native,nat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,30Sep2024lileh,30Sep2024,lile,h,N2,Moth,30Sep2024lileh,,,,,,,,fiery skipper,,Moth fiery skipper ,,,,1,Symphiotrichum,chilense,,,missed,,30Sep2024,lile,h,s planter,0.64097222222222228,"DG, MC",1.3,22.3,64,0,65,Grindelia,stricta,5,2,native,nat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,30Sep2024lileh,30Sep2024,lile,h,N2,Moth,30Sep2024lileh,,,,,,,,fiery skipper,,Moth fiery skipper ,,,,1,Symphiotrichum,chilense,,,missed,,30Sep2024,lile,h,s planter,0.64097222222222228,"DG, MC",1.3,22.3,64,0,65,Calandrinia,grandiflora,0,3,ornamental,non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,30Sep2024lileh,30Sep2024,lile,h,N2,Moth,30Sep2024lileh,,,,,,,,fiery skipper,,Moth fiery skipper ,,,,1,Symphiotrichum,chilense,,,missed,,30Sep2024,lile,h,s planter,0.64097222222222228,"DG, MC",1.3,22.3,64,0,65,Polycarpon,aviculare,NA,NA,NA,NA,DG needs to find where he wrote the actual estimates,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,30Sep2024lileh,30Sep2024,lile,h,N2,Moth,30Sep2024lileh,,,,,,,,fiery skipper,,Moth fiery skipper ,,,,1,Symphiotrichum,chilense,,,missed,,30Sep2024,lile,h,s planter,0.64097222222222228,"DG, MC",1.3,22.3,64,0,65,Horkelia,californica,4,0,native,nat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,30Sep2024lileh,30Sep2024,lile,h,N2,Wasp,30Sep2024lilehp1,,,,,,,,Vespula,alascensis,Wasp Vespula alascensis,30Sep2024lileHp1,,,1,,,,p1,,,30Sep2024,lile,h,s planter,0.64097222222222228,"DG, MC",1.3,22.3,64,0,65,Symphyotrichum,chilense,75,16,native,nat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,30Sep2024lileh,30Sep2024,lile,h,N2,Wasp,30Sep2024lilehp1,,,,,,,,Vespula,alascensis,Wasp Vespula alascensis,30Sep2024lileHp1,,,1,,,,p1,,,30Sep2024,lile,h,s planter,0.64097222222222228,"DG, MC",1.3,22.3,64,0,65,Grindelia,stricta,5,2,native,nat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,30Sep2024lileh,30Sep2024,lile,h,N2,Wasp,30Sep2024lilehp1,,,,,,,,Vespula,alascensis,Wasp Vespula alascensis,30Sep2024lileHp1,,,1,,,,p1,,,30Sep2024,lile,h,s planter,0.64097222222222228,"DG, MC",1.3,22.3,64,0,65,Calandrinia,grandiflora,0,3,ornamental,non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,30Sep2024lileh,30Sep2024,lile,h,N2,Wasp,30Sep2024lilehp1,,,,,,,,Vespula,alascensis,Wasp Vespula alascensis,30Sep2024lileHp1,,,1,,,,p1,,,30Sep2024,lile,h,s planter,0.64097222222222228,"DG, MC",1.3,22.3,64,0,65,Polycarpon,aviculare,NA,NA,NA,NA,DG needs to find where he wrote the actual estimates,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,30Sep2024lileh,30Sep2024,lile,h,N2,Wasp,30Sep2024lilehp1,,,,,,,,Vespula,alascensis,Wasp Vespula alascensis,30Sep2024lileHp1,,,1,,,,p1,,,30Sep2024,lile,h,s planter,0.64097222222222228,"DG, MC",1.3,22.3,64,0,65,Horkelia,californica,4,0,native,nat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,10Jun2024ymcah,10Jun2024,ymca,h,snapshot,Bee,10Jun2024ymcah,,,,,,,,Apis,mellifera,Bee Apis mellifera,,,,2,Horkelia,californica,,,,,10Jun2024,ymca,h,NA,0.49861111111111112,DG,1.4,16.5,73,10,100,Grevillea,lanigera,331,615,ornamental,non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,10Jun2024ymcah,10Jun2024,ymca,h,snapshot,Bee,10Jun2024ymcah,,,,,,,,Apis,mellifera,Bee Apis mellifera,,,,2,Horkelia,californica,,,,,10Jun2024,ymca,h,NA,0.49861111111111112,DG,1.4,16.5,73,10,100,Sonchus,asper,0,3,weedy,non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,10Jun2024ymcah,10Jun2024,ymca,h,snapshot,Bee,10Jun2024ymcah,,,,,,,,Apis,mellifera,Bee Apis mellifera,,,,2,Horkelia,californica,,,,,10Jun2024,ymca,h,NA,0.49861111111111112,DG,1.4,16.5,73,10,100,Euphorbia,peplus,NA,NA,weedy,non,no count,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,10Jun2024ymcah,10Jun2024,ymca,h,snapshot,Bee,10Jun2024ymcah,,,,,,,,Apis,mellifera,Bee Apis mellifera,,,,2,Horkelia,californica,,,,,10Jun2024,ymca,h,NA,0.49861111111111112,DG,1.4,16.5,73,10,100,Horkelia,californica,100,2,native,nat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,10Jun2024ymcah,10Jun2024,ymca,h,snapshot,Bee,10Jun2024ymcah,,,,,,,,Apis,mellifera,Bee Apis mellifera,,,,2,Horkelia,californica,,,,,10Jun2024,ymca,h,NA,0.49861111111111112,DG,1.4,16.5,73,10,100,Phacelia,californica,62,15,native,nat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,10Jun2024ymcah,10Jun2024,ymca,h,snapshot,Bee,10Jun2024ymcah,,,,,,,,Apis,mellifera,Bee Apis mellifera,,,,2,Horkelia,californica,,,,,10Jun2024,ymca,h,NA,0.49861111111111112,DG,1.4,16.5,73,10,100,Symphyotrichum,chilense,7,5,native,nat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,10Jun2024ymcah,10Jun2024,ymca,h,snapshot,Bee,10Jun2024ymcah,,,,,,,,"small, dark",,"Bee small, dark ",,,,1,ground,,,,,,10Jun2024,ymca,h,NA,0.49861111111111112,DG,1.4,16.5,73,10,100,Grevillea,lanigera,331,615,ornamental,non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,10Jun2024ymcah,10Jun2024,ymca,h,snapshot,Bee,10Jun2024ymcah,,,,,,,,"small, dark",,"Bee small, dark ",,,,1,ground,,,,,,10Jun2024,ymca,h,NA,0.49861111111111112,DG,1.4,16.5,73,10,100,Sonchus,asper,0,3,weedy,non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,10Jun2024ymcah,10Jun2024,ymca,h,snapshot,Bee,10Jun2024ymcah,,,,,,,,"small, dark",,"Bee small, dark ",,,,1,ground,,,,,,10Jun2024,ymca,h,NA,0.49861111111111112,DG,1.4,16.5,73,10,100,Euphorbia,peplus,NA,NA,weedy,non,no count,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,10Jun2024ymcah,10Jun2024,ymca,h,snapshot,Bee,10Jun2024ymcah,,,,,,,,"small, dark",,"Bee small, dark ",,,,1,ground,,,,,,10Jun2024,ymca,h,NA,0.49861111111111112,DG,1.4,16.5,73,10,100,Horkelia,californica,100,2,native,nat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,10Jun2024ymcah,10Jun2024,ymca,h,snapshot,Bee,10Jun2024ymcah,,,,,,,,"small, dark",,"Bee small, dark ",,,,1,ground,,,,,,10Jun2024,ymca,h,NA,0.49861111111111112,DG,1.4,16.5,73,10,100,Phacelia,californica,62,15,native,nat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,10Jun2024ymcah,10Jun2024,ymca,h,snapshot,Bee,10Jun2024ymcah,,,,,,,,"small, dark",,"Bee small, dark ",,,,1,ground,,,,,,10Jun2024,ymca,h,NA,0.49861111111111112,DG,1.4,16.5,73,10,100,Symphyotrichum,chilense,7,5,native,nat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,10Jun2024ymcah,10Jun2024,ymca,h,snapshot,Bee,10Jun2024ymcah,,,,,,,,Bombus,,Bee Bombus ,,,,2,Horkelia,californica,,,,,10Jun2024,ymca,h,NA,0.49861111111111112,DG,1.4,16.5,73,10,100,Grevillea,lanigera,331,615,ornamental,non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,10Jun2024ymcah,10Jun2024,ymca,h,snapshot,Bee,10Jun2024ymcah,,,,,,,,Bombus,,Bee Bombus ,,,,2,Horkelia,californica,,,,,10Jun2024,ymca,h,NA,0.49861111111111112,DG,1.4,16.5,73,10,100,Sonchus,asper,0,3,weedy,non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,10Jun2024ymcah,10Jun2024,ymca,h,snapshot,Bee,10Jun2024ymcah,,,,,,,,Bombus,,Bee Bombus ,,,,2,Horkelia,californica,,,,,10Jun2024,ymca,h,NA,0.49861111111111112,DG,1.4,16.5,73,10,100,Euphorbia,peplus,NA,NA,weedy,non,no count,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,10Jun2024ymcah,10Jun2024,ymca,h,snapshot,Bee,10Jun2024ymcah,,,,,,,,Bombus,,Bee Bombus ,,,,2,Horkelia,californica,,,,,10Jun2024,ymca,h,NA,0.49861111111111112,DG,1.4,16.5,73,10,100,Horkelia,californica,100,2,native,nat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD,10Jun2024ymcah,10Jun2024,ymca,h,snapshot,Bee,10Jun2024ymcah,,,,,,,,Bombus,,Bee Bombus ,,,,2,Horkelia,californica,,,,,10Jun2024,ymca,h,NA,0.49861111111111112,DG,1.4,16.5,73,10,100,Phacelia,californica,62,15,native,nat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
